Product UPC,Product,NACS CATEGORY,NACS SUBCATEGORY,BRAND,COMPANY,NACS Category Code,NACS Subcategory Code
0000150000035,SIERRA NEVADA SEASONAL SHORT NECK BOTTLE,BEER,MICRO,SIERRA NEVADA SEASONAL,SIERRA NEVADA BREWING CO,04-00-00,04-06-00
0000340100095,FLAVORED BREAD BANANA 6.6 OUNCE,PACKAGED BREAD,PACKAGED BREADS,NO BRAND LISTED,NO COMPANY LISTED,14-00-00,14-00-00
0000450204430,ZYRTEC ALRGY COUGH COLD SINUS AND ALLRG,HEALTH BEAUTY CARE,COUGH COLD REMEDIES,ZYRTEC,MCNEIL CONSUMER HEALTHCARE,21-00-00,21-02-00
0000450449053,TYLNL CPLT XTRA STREN BTTL IN BOX PAIN R,HEALTH BEAUTY CARE,ANALGESICS,TYLENOL,MCNEIL CONSUMER HEALTHCARE,21-00-00,21-01-00
0000610007048,ARIVA ANTSM PRDCT 10 COUNT,HEALTH BEAUTY CARE,SMOKING CESSATION,ARIVA,STAR TOBACCO INC,21-00-00,21-14-00
0000630135615,TOO TARTS SUCK UPS BLU BEWWY LIQ NNCHC L,CANDY,NOVELTIES SEASONAL,TOO TARTS SUCK UPS,INNOVATIVE CANDY CONCEPTS,08-00-00,08-06-00
0000630135899,TOO TARTS BLU BEWWY LIQ NNCHC LQD CANDY,CANDY,NOVELTIES SEASONAL,TOO TARTS,INNOVATIVE CANDY CONCEPTS,08-00-00,08-06-00
0000630137343,TOO TARTS ITS GOO 4 YOU NNCHC LQD CANDY,CANDY,NOVELTIES SEASONAL,TOO TARTS,INNOVATIVE CANDY CONCEPTS,08-00-00,08-06-00
0000710100021,BLYS CGRTT 20 COUNT,CIGARETTES,FOURTH TIER,BAILEY S,S M BRANDS INC.,02-00-00,02-05-00
0000710100038,BLYS CGRTT 20 COUNT,CIGARETTES,FOURTH TIER,BAILEY S,S M BRANDS INC.,02-00-00,02-05-00
0000710100045,BLYS CGRTT 20 COUNT,CIGARETTES,FOURTH TIER,BAILEY S,S M BRANDS INC.,02-00-00,02-05-00
0000710100052,BLYS CGRTT 20 COUNT,CIGARETTES,FOURTH TIER,BAILEY S,S M BRANDS INC.,02-00-00,02-05-00
0000710100069,BLYS CGRTT 20 COUNT,CIGARETTES,FOURTH TIER,BAILEY S,S M BRANDS INC.,02-00-00,02-05-00
0000710100083,BLYS CGRTT 20 COUNT,CIGARETTES,FOURTH TIER,BAILEY S,S M BRANDS INC.,02-00-00,02-05-00
0000710100090,BLYS CGRTT 20 COUNT,CIGARETTES,FOURTH TIER,BAILEY S,S M BRANDS INC.,02-00-00,02-05-00
0000710100106,BLYS CGRTT 20 COUNT,CIGARETTES,FOURTH TIER,BAILEY S,S M BRANDS INC.,02-00-00,02-05-00
0000710100113,BLYS CGRTT 20 COUNT,CIGARETTES,FOURTH TIER,BAILEY S,S M BRANDS INC.,02-00-00,02-05-00
0000710100120,BLYS CGRTT 20 COUNT,CIGARETTES,FOURTH TIER,BAILEY S,S M BRANDS INC.,02-00-00,02-05-00
0000710101028,BLYS CGRTT 10PK 200 COUNT,CIGARETTES,FOURTH TIER,BAILEY S,S M BRANDS INC.,02-00-00,02-05-00
0000710101035,BLYS CGRTT 10PK 200 COUNT,CIGARETTES,FOURTH TIER,BAILEY S,S M BRANDS INC.,02-00-00,02-05-00
0000710101042,BLYS CGRTT 10PK 200 COUNT,CIGARETTES,FOURTH TIER,BAILEY S,S M BRANDS INC.,02-00-00,02-05-00
0000710101059,BLYS CGRTT 10PK 200 COUNT,CIGARETTES,FOURTH TIER,BAILEY S,S M BRANDS INC.,02-00-00,02-05-00
0000710101066,BLYS CGRTT 10PK 200 COUNT,CIGARETTES,FOURTH TIER,BAILEY S,S M BRANDS INC.,02-00-00,02-05-00
0000710101080,BLYS CGRTT 10PK 200 COUNT,CIGARETTES,FOURTH TIER,BAILEY S,S M BRANDS INC.,02-00-00,02-05-00
0000710101097,BLYS CGRTT 10PK 200 COUNT,CIGARETTES,FOURTH TIER,BAILEY S,S M BRANDS INC.,02-00-00,02-05-00
0000710101103,BLYS CGRTT 10PK 200 COUNT,CIGARETTES,FOURTH TIER,BAILEY S,S M BRANDS INC.,02-00-00,02-05-00
0000710101110,BLYS CGRTT 10PK 200 COUNT,CIGARETTES,FOURTH TIER,BAILEY S,S M BRANDS INC.,02-00-00,02-05-00
0000710101127,BLYS CGRTT 10PK 200 COUNT,CIGARETTES,FOURTH TIER,BAILEY S,S M BRANDS INC.,02-00-00,02-05-00
0000710840132,BNDRY ALRGY RLF 24 COUNT,HEALTH BEAUTY CARE,COUGH COLD REMEDIES,BENADRYL,J J CONSUMER PRODUCTS INC,21-00-00,21-02-00
0000774003481,OCN PTN SPORT SUNSCRN 1.5 FLUID OUNCE,HEALTH BEAUTY CARE,OTHER HBC,OCEAN POTION,KIK INTERNATIONAL,21-00-00,21-12-00
0000774301402,OCN PTN SUNSCRN 3 FLUID OUNCE,HEALTH BEAUTY CARE,OTHER HBC,OCEAN POTION,KIK INTERNATIONAL,21-00-00,21-12-00
0000774301457,OCN PTN SUNSCRN 3 FLUID OUNCE,HEALTH BEAUTY CARE,OTHER HBC,OCEAN POTION,KIK INTERNATIONAL,21-00-00,21-12-00
0000774301464,OCN PTN SPORT SUNSCRN 3 FLUID OUNCE,HEALTH BEAUTY CARE,OTHER HBC,OCEAN POTION,KIK INTERNATIONAL,21-00-00,21-12-00
0000774301471,OCN PTN SUNSCRN 3 FLUID OUNCE,HEALTH BEAUTY CARE,OTHER HBC,OCEAN POTION,KIK INTERNATIONAL,21-00-00,21-12-00
0000790110019,EMJZ EMOJI 17 PIECE GUMMI CANDY 3.5 OUNC,CANDY,NOVELTIES SEASONAL,EMOJEEZ,HEALTHY FOOD BRANDS,08-00-00,08-06-00
0000790110033,EMJZ EMOJI 17 PIECE GUMMI CANDY 3.5 OUNC,CANDY,NOVELTIES SEASONAL,EMOJEEZ,HEALTHY FOOD BRANDS,08-00-00,08-06-00
0000790400301,WLCHS APL FRZ DRD SLICE A NTRLL FAT FREE,EDIBLE GROCERY,OTHER EDIBLE GROCERY,WELCH S,HEALTHY FOOD BRANDS,19-00-00,19-04-00
0000790400349,WELCHS MANGO FREEZE DRIED SLICE BAG DRD,EDIBLE GROCERY,OTHER EDIBLE GROCERY,WELCH S,HEALTHY FOOD BRANDS,19-00-00,19-04-00
0000790410119,WLCHS BLBRR CRNBR MANGO TRPL FRUIT TREAT,EDIBLE GROCERY,OTHER EDIBLE GROCERY,WELCH S,HEALTHY FOOD BRANDS,19-00-00,19-04-00
0000790410126,WELCHS APPLE HONEY PIECE BAG DRIED FRUIT,EDIBLE GROCERY,OTHER EDIBLE GROCERY,WELCH S,HEALTHY FOOD BRANDS,19-00-00,19-04-00
0000790430018,WLCHS PB AND J GRAPE FMLY FRMR OWNED BAG,ALTERNATIVE SNACKS,OTHER ALTERNATIVE SNACKS,WELCH S,HEALTHY FOOD BRANDS,17-00-00,17-04-00
0000799440124,XENON ENTERTAINMENT GROUP 1 COUNT,GENERAL MERCHANDISE,VIDEO AUDIO TAPES,XENON ENTERTAINMENT GROUP,XENON ENTERTAINMENT GROUP,22-00-00,22-09-00
0000850756058,AFRIN NASAL SPRY .5 FLUID OUNCE,HEALTH BEAUTY CARE,OTHER INTERNAL OTC MEDICATIONS,AFRIN,BAYER CORPORATION,21-00-00,21-05-00
0000861040672,CRND MILK CRML POP 3 PIECE LLLPP 4.9 OUN,CANDY,NOVELTIES SEASONAL,CORONADO,BIMBO BAKERIES U.S.A. INC.,08-00-00,08-06-00
0008274000511,REEDS LQD HRBL TEA 13.5 FLUID OUNCE,PACKAGED BEVERAGES,ICED TEA READY TO DRINK,REED S,REED S INC,07-00-00,07-02-00
0008274000528,REEDS LQD HRBL TEA 13.5 FLUID OUNCE,PACKAGED BEVERAGES,ICED TEA READY TO DRINK,REED S,REED S INC,07-00-00,07-02-00
0008274000542,REEDS GOJI GNGR OLNG BTTL GLASS LQD HRBL,PACKAGED BEVERAGES,ICED TEA READY TO DRINK,REED S,REED S INC,07-00-00,07-02-00
0008346500017,SLIM FAST CRMY MILK CHOC BTTL DIETING CO,HEALTH BEAUTY CARE,VITAMINS SUPPLEMENTS,SLIM FAST,SLIM FAST FOODS COMPANY,21-00-00,21-04-00
0008421361700,TY BLLRN BLLRN BUNNY TWNKL BUNNY TWNKL P,NON EDIBLE GROCERY,PET CARE,TY,TY INC,20-00-00,20-05-00
0008421371785,UNKNOWN,PENDING FOR ASSIGNMENT,PENDING FOR ASSIGNMENT,UNKNOWN,UNKNOWN,00-00-00,00-00-00
0008562000261,SONY ALKALINE CARDED BATTERIES BATTERY 2,GENERAL MERCHANDISE,BATTERIES,SONY,SONY CORP OF AMERICA,22-00-00,22-02-00
0008562000278,SONY ALL PURPOSE ALKLN CRDD NNRCH BTTRS,GENERAL MERCHANDISE,BATTERIES,SONY,SONY CORP OF AMERICA,22-00-00,22-02-00
0008562000285,SONY HIGH PERF 1.5 VOLT ALKLN CRDD AA BT,GENERAL MERCHANDISE,BATTERIES,SONY,SONY CORP OF AMERICA,22-00-00,22-02-00
0008562000308,SONY 9 VOLT LNGR LSTNG ALKLN CRDD BTTRS,GENERAL MERCHANDISE,BATTERIES,SONY,SONY CORP OF AMERICA,22-00-00,22-02-00
0008562000575,SONY ALKALINE CARDED AAA BATTERIES BATTE,GENERAL MERCHANDISE,BATTERIES,SONY,SONY CORP OF AMERICA,22-00-00,22-02-00
0008563888707,PPPS CCNT MCRN BLGN QLTY CKY 1.4 OUNCE,PACKAGED SWEET SNACKS,COOKIES,POPPIES,POPPIES INTERNATIONAL N.V.,16-00-00,16-03-00
0008660000019,ZIG ZAG CIGARETTE PAPER 32 COUNT,OTHER TOBACCO PRODUCTS,PAPERS,ZIG ZAG,NORTH ATLANTIC OPERATING INC,03-00-00,03-03-00
0008660000026,ZIG ZAG SLOW BURNING 1 1 4 CIGARETTE PAP,OTHER TOBACCO PRODUCTS,PAPERS,ZIG ZAG,NORTH ATLANTIC OPERATING INC,03-00-00,03-03-00
0008660000033,ZIG ZAG 1 1 2 CIGARETTE PAPER 32 COUNT,OTHER TOBACCO PRODUCTS,PAPERS,ZIG ZAG,NORTH ATLANTIC OPERATING INC,03-00-00,03-03-00
0008660000040,ZIG ZAG SLOW BRNNG CGRTT PAPER 32 COUNT,OTHER TOBACCO PRODUCTS,PAPERS,ZIG ZAG,NORTH ATLANTIC OPERATING INC,03-00-00,03-03-00
0008660000071,ZIG ZAG KING GUMMED CIGARETTE PAPER 32 C,OTHER TOBACCO PRODUCTS,PAPERS,ZIG ZAG,NORTH ATLANTIC OPERATING INC,03-00-00,03-03-00
0008660007322,ZIG ZAG 1 1 4 CIGARETTE PAPER 32 COUNT,OTHER TOBACCO PRODUCTS,PAPERS,ZIG ZAG,NORTH ATLANTIC OPERATING INC,03-00-00,03-03-00
0008660007827,ZIG ZAG LIGHTS 1 1 4 GUMMED CIGARETTE PA,OTHER TOBACCO PRODUCTS,PAPERS,ZIG ZAG,NORTH ATLANTIC OPERATING INC,03-00-00,03-03-00
0008660007872,ZIG ZAG LIGHTS GUMMED CIGARETTE PAPER 32,OTHER TOBACCO PRODUCTS,PAPERS,ZIG ZAG,NORTH ATLANTIC OPERATING INC,03-00-00,03-03-00
0008660097354,ZIG ZAG 1 1 2 CIGARETTE PAPER 32 COUNT,OTHER TOBACCO PRODUCTS,PAPERS,ZIG ZAG,NORTH ATLANTIC OPERATING INC,03-00-00,03-03-00
0008711601431,UV BLUE RSPBR 30 PERCENT BTTL VODKA 50 M,LIQUOR,DISTILLED SPIRITS,UV,PHILLIPS DISTILLING COMPANY,06-00-00,06-01-00
0008810000036,LINDT BEAR WRAP MILK CHOC CANDY CHOC NVL,CANDY,NOVELTIES SEASONAL,LINDT,"LINDT SPRUNGLI USA , INC.",08-00-00,08-06-00
0008810000050,LINDT LNDR TRFFL CHOC COVER PIECE .42 OU,CANDY,NOVELTIES SEASONAL,LINDT LINDOR,"LINDT SPRUNGLI USA , INC.",08-00-00,08-06-00
0008810000074,LINDT LINDOR WRAP MILK CHOC CANDY CHOC P,CANDY,NOVELTIES SEASONAL,LINDT LINDOR,"LINDT SPRUNGLI USA , INC.",08-00-00,08-06-00
0009060000029,THE FRGN CANDY STRWB RIP ROLLS SOFT CHEW,CANDY,BAGGED OR REPACKED PEG CANDY,THE FOREIGN CANDY,THE FOREIGN CANDY COMPANY INC,08-00-00,08-05-00
0009060000081,THE FRGN CANDY RNBW RCTN SOFT CHEWY CAND,CANDY,NON CHOCOLATE BARS PACKS,THE FOREIGN CANDY,THE FOREIGN CANDY COMPANY INC,08-00-00,08-04-00
0009114203000,TR CAIR EXHST FLUID 128 FLUID OUNCE,AUTOMOTIVE PRODUCTS,OTHER ADDITIVES,TR CAIR,ZECOL INC,24-00-00,24-05-00
0009114250004,TR CAIR EXHST FLUID 320 FLUID OUNCE,AUTOMOTIVE PRODUCTS,OTHER ADDITIVES,TR CAIR,ZECOL INC,24-00-00,24-05-00
0009114411009,ZECOL OCTANE TREAT 12 FLUID OUNCE,AUTOMOTIVE PRODUCTS,OTHER ADDITIVES,ZECOL,ZECOL INC,24-00-00,24-05-00
0009114412006,ZECOL BOTTLE ENGN TRTMN AND ADDTV GAS TR,AUTOMOTIVE PRODUCTS,OTHER ADDITIVES,ZECOL,ZECOL INC,24-00-00,24-05-00
0009114511006,ZECOL PREM CAN ENGN TRTMN AND ADDTV STAR,AUTOMOTIVE PRODUCTS,OTHER ADDITIVES,ZECOL,ZECOL INC,24-00-00,24-05-00
0009114611003,CHRCL CHEF LIQ BTTL ODRLS CHRCL LGHTR 32,GENERAL MERCHANDISE,SEASONAL,CHARCOAL CHEF,"MIDWEST POLYCHEM, LTD",22-00-00,22-12-00
0009114800001,ZECOL MAX MAX PROTECT 5 W 30 BTTL MOTOR,AUTOMOTIVE PRODUCTS,MOTOR OIL,ZECOL MAX,ZECOL INC,24-00-00,24-01-00
0009114810000,ZECOL 10 W 30 BTTL MOTOR OIL 32 FLUID OU,AUTOMOTIVE PRODUCTS,MOTOR OIL,ZECOL,ZECOL INC,24-00-00,24-01-00
0009114820009,ZECOL MAX PROTECT 10 W 40 BTTL MOTOR OIL,AUTOMOTIVE PRODUCTS,MOTOR OIL,ZECOL,ZECOL INC,24-00-00,24-01-00
0009114825004,ZECOL MAX MXMM PRTCT MXMM PRTCT SAE SAE,AUTOMOTIVE PRODUCTS,MOTOR OIL,ZECOL MAX,ZECOL INC,24-00-00,24-01-00
0009114890002,ZECOL MAX PROTECT DXRN III MRCN BTTL TRN,AUTOMOTIVE PRODUCTS,MOTOR OIL,ZECOL,ZECOL INC,24-00-00,24-01-00
0009114920006,ZECOL BLAST ALL SSN JUG LIQ WNDSH WSHR F,AUTOMOTIVE PRODUCTS,CAR CARE,ZECOL BLAST,ZECOL INC,24-00-00,24-04-00
0009114935000,PRPL PWR SPRR WINDSHIELD WASHER FLUID DE,AUTOMOTIVE PRODUCTS,CAR CARE,PURPLE POWER,ZECOL INC,24-00-00,24-04-00
0009114985005,ZECOL MULTI MAX RTU ENGINE ANTIFREEZE CO,AUTOMOTIVE PRODUCTS,MOTOR OIL,ZECOL MULTI MAX,ZECOL INC,24-00-00,24-01-00
0009128003283,EASY CRSSW 9 ISSS ANNLL TOP SLLNG 1 COUN,PUBLICATIONS,MAGAZINES TABLOIDS,EASY CROSSWORDS,HARLE PUBLICATIONS,23-00-00,23-02-00
0009128450056,KAPPA WORDS GAMES AND PZZLS CRCL CRCL 1,PUBLICATIONS,MAGAZINES TABLOIDS,KAPPA WORDS GAMES AND PUZZLES,KAPPA PUBLISHING GROUP,23-00-00,23-02-00
0009128461632,J 14 12 ISSUES ANNUALLY MGZNS SLCTD TTLS,PUBLICATIONS,MAGAZINES TABLOIDS,J 14,BAUER PUBLISHING,23-00-00,23-02-00
0009128464152,OFFCL WORDS GAMES AND PZZLS ALL NMBR FIL,PUBLICATIONS,MAGAZINES TABLOIDS,OFFICIAL WORDS GAMES AND PUZZLES,OFFICIAL PUBLICATIONS INC,23-00-00,23-02-00
0009128464190,OFFCL WORDS GAMES AND PZZLS FTRD FILL IT,PUBLICATIONS,MAGAZINES TABLOIDS,OFFICIAL WORDS GAMES AND PUZZLES,OFFICIAL PUBLICATIONS INC,23-00-00,23-02-00
0009128464497,KAPPA WORDS GAMES AND PZZLS TV GUIDE WOR,PUBLICATIONS,MAGAZINES TABLOIDS,KAPPA WORDS GAMES AND PUZZLES,KAPPA PUBLISHING GROUP,23-00-00,23-02-00
0009128473604,TIGER BEAT 1 ISSS ANNLL FRONT OF STORE 1,PUBLICATIONS,MAGAZINES TABLOIDS,TIGER BEAT,PRIMEDIA,23-00-00,23-02-00
0009128474830,WWE WWE RAW 13 ISSUES ANNUALLY MGZNS SLC,PUBLICATIONS,MAGAZINES TABLOIDS,WWE,WORLD WRESTLING ENTERTAINMENT INC,23-00-00,23-02-00
0009128478326,KAPPA WORDS GAMES AND PZZLS QLTY NMBR FI,PUBLICATIONS,MAGAZINES TABLOIDS,KAPPA WORDS GAMES AND PUZZLES,KAPPA PUBLISHING GROUP,23-00-00,23-02-00
0009128489070,KAPPA WORDS GAMES AND PZZLS FILL IN A WO,PUBLICATIONS,MAGAZINES TABLOIDS,KAPPA WORDS GAMES AND PUZZLES,KAPPA PUBLISHING GROUP,23-00-00,23-02-00
0009200005549,SUN ASSRT NOT STTD DSPSB MATCH AND LGHTR,GENERAL MERCHANDISE,SMOKING ACCESSORIES,NO BRAND LISTED,NO COMPANY LISTED,22-00-00,22-08-00
0009215121579,DTC CLASS A CLASS A FULL FLVR FULL FLVR,CIGARETTES,SUB GENERIC PRIVATE LABEL,DTC,DOSAL TOBACCO CORP,02-00-00,02-03-00
0009215201851,305S CLASS A BOX IN WRAP 85 MLLMT KING F,CIGARETTES,SUB GENERIC PRIVATE LABEL,305 S,DOSAL TOBACCO CORP,02-00-00,02-03-00
0009215201868,305S BOX 85 MLLMT KING FLTR CGRTT CIGARE,CIGARETTES,SUB GENERIC PRIVATE LABEL,305 S,DOSAL TOBACCO CORP,02-00-00,02-03-00
0009215202100,305S CLASS A BOX IN WRAP 100 MLLMT FLTR,CIGARETTES,SUB GENERIC PRIVATE LABEL,305 S,DOSAL TOBACCO CORP,02-00-00,02-03-00
0009215202117,305S CLASS A BOX IN WRAP 100 MLLMT FLTR,CIGARETTES,SUB GENERIC PRIVATE LABEL,305 S,DOSAL TOBACCO CORP,02-00-00,02-03-00
0009215203114,305S FULL FLAVOR 100 MLLMT BOX FLTR CGRS,OTHER TOBACCO PRODUCTS,CIGARS,305 S,DOSAL TOBACCO CORP,03-00-00,03-02-00
0009215203121,305S FULL FLVR 100 MLLMT BOX IN WRAP CIG,OTHER TOBACCO PRODUCTS,CIGARS,305 S,DOSAL TOBACCO CORP,03-00-00,03-02-00
0009215204210,305S GOLD 100 MLLMT BOX IN WRAP FLTR CGR,OTHER TOBACCO PRODUCTS,CIGARS,305 S GOLD,DOSAL TOBACCO CORP,03-00-00,03-02-00
0009215204227,305S GOLD 100 MLLMT BOX IN WRAP FLTR CIG,OTHER TOBACCO PRODUCTS,CIGARS,305 S GOLD,DOSAL TOBACCO CORP,03-00-00,03-02-00
0009215205316,305S MENTHOL 100 MLLMT BOX IN WRAP FLTR,OTHER TOBACCO PRODUCTS,CIGARS,305 S,DOSAL TOBACCO CORP,03-00-00,03-02-00
0009215205323,305S MNTHL 100 MLLMT BOX IN WRAP FLTR CI,OTHER TOBACCO PRODUCTS,CIGARS,305 S,DOSAL TOBACCO CORP,03-00-00,03-02-00
0009215213984,305S BOX IN WRAP 85 MLLMT KING NNFLT CGR,CIGARETTES,SUB GENERIC PRIVATE LABEL,305 S,DOSAL TOBACCO CORP,02-00-00,02-03-00
0009215224645,DTC FULL FLAVOR BOX 100 MLLMT FLTR CGRTT,CIGARETTES,SUB GENERIC PRIVATE LABEL,DTC,DOSAL TOBACCO CORP,02-00-00,02-03-00
0009215302121,305S BOX IN WRAP 85 MLLMT KING FLTR CGRT,CIGARETTES,SUB GENERIC PRIVATE LABEL,305 S,DOSAL TOBACCO CORP,02-00-00,02-03-00
0009215302138,305S CLASS A BOX IN WRAP 85 MLLMT KING C,CIGARETTES,SUB GENERIC PRIVATE LABEL,305 S,DOSAL TOBACCO CORP,02-00-00,02-03-00
0009215302145,305S CLASS A BOX IN WRAP 100 MLLMT FLTR,CIGARETTES,SUB GENERIC PRIVATE LABEL,305 S,DOSAL TOBACCO CORP,02-00-00,02-03-00
0009215302152,305S BOX 100 MILLIMETER FLTR CGRTT CIGAR,CIGARETTES,SUB GENERIC PRIVATE LABEL,305 S,DOSAL TOBACCO CORP,02-00-00,02-03-00
0009215374210,305S BOX IN WRAP 100 MLLMT FLTR CGRTT CI,CIGARETTES,SUB GENERIC PRIVATE LABEL,305 S,DOSAL TOBACCO CORP,02-00-00,02-03-00
0009215384226,305S BOX 100 MILLIMETER FLTR CGRTT CIGAR,CIGARETTES,SUB GENERIC PRIVATE LABEL,305 S,DOSAL TOBACCO CORP,02-00-00,02-03-00
0009215401886,305S BOX IN WRAP MNTHL 85 MLLMT KING FLT,CIGARETTES,SUB GENERIC PRIVATE LABEL,305 S,DOSAL TOBACCO CORP,02-00-00,02-03-00
0009215401893,305S MENTHOL BOX FILTER CIGARETTES 10PK,CIGARETTES,SUB GENERIC PRIVATE LABEL,305 S,DOSAL TOBACCO CORP,02-00-00,02-03-00
0009215402128,305S BOX IN WRAP MNTHL 100 MLLMT FLTR CG,CIGARETTES,SUB GENERIC PRIVATE LABEL,305 S,DOSAL TOBACCO CORP,02-00-00,02-03-00
0009215402135,305S CLASS A BOX IN WRAP MNTHL CGRTT 10P,CIGARETTES,SUB GENERIC PRIVATE LABEL,305 S,DOSAL TOBACCO CORP,02-00-00,02-03-00
0009215475214,305S BOX IN WRAP 85 MLLMT KING FLTR CGRT,CIGARETTES,SUB GENERIC PRIVATE LABEL,305 S,DOSAL TOBACCO CORP,02-00-00,02-03-00
0009215615320,305S BOX IN WRAP MNTHL 100 MLLMT FLTR CG,CIGARETTES,SUB GENERIC PRIVATE LABEL,305 S,DOSAL TOBACCO CORP,02-00-00,02-03-00
0009215615337,305S BOX IN WRAP MNTHL 100 MLLMT FLTR CG,CIGARETTES,SUB GENERIC PRIVATE LABEL,305 S,DOSAL TOBACCO CORP,02-00-00,02-03-00
0009249610001,GNRL WHT PRTN CNSTR NON ARMTC SMKLS TBCC,OTHER TOBACCO PRODUCTS,SMOKELESS,GENERAL,SWEDISH MATCH NORTH AMERICA INC.,03-00-00,03-01-00
0009249640008,GNRL SNUS PRMM IMPRT TBCC WNTRG CNSTR SM,OTHER TOBACCO PRODUCTS,SMOKELESS,GENERAL SNUS,SWEDISH MATCH NORTH AMERICA INC.,03-00-00,03-01-00
0009249670005,GNRL SWDSH MINT WHT PRTN CNSTR SMKLS TBC,OTHER TOBACCO PRODUCTS,SMOKELESS,GENERAL,SWEDISH MATCH NORTH AMERICA INC.,03-00-00,03-01-00
0009281010920,OFFCL X BOX MGZN 13 ISSS ANNLL 1 COUNT,PUBLICATIONS,MAGAZINES TABLOIDS,OFFICIAL X BOX MAGAZINE,FUTURE NETWORK USA,23-00-00,23-02-00
0009281011415,HLLMR MGZN 6 ISSS ANNLL 1 COUNT,PUBLICATIONS,MAGAZINES TABLOIDS,HALLMARK MAGAZINE,THE TIME INC MAGAZINE,23-00-00,23-02-00
0009281011736,OLD FRMRS ALMNC 1 ISSS ANNLL 1 COUNT,PUBLICATIONS,MAGAZINES TABLOIDS,OLD FARMERS ALMANAC,YANKEE PUBLISHING INC,23-00-00,23-02-00
0009281012375,V TWIN 12 ISSUES ANNUALLY MGZNS SLCTD TT,PUBLICATIONS,MAGAZINES TABLOIDS,V TWIN,PAISANO PUBLICATIONS LLC,23-00-00,23-02-00
0009281015468,JUST FOR BLACK MEN 6 ISSS ANNLL 1 COUNT,PUBLICATIONS,MAGAZINES TABLOIDS,JUST FOR BLACK MEN,MAGNA PUBLICATIONS,23-00-00,23-02-00
0009281022091,MDFD MAG MDFD MAG LXRY AND EXTCS 8 ISSS,PUBLICATIONS,MAGAZINES TABLOIDS,MODIFIED MAG,PRO CIRC,23-00-00,23-02-00
0009281026761,CMBT HNDGN 8 ISSS ANNLL 1 COUNT,PUBLICATIONS,MAGAZINES TABLOIDS,COMBAT HANDGUNS,HARRIS PUBLICATIONS INC,23-00-00,23-02-00
0009281032885,FUR FISH AND GAME 12 ISSS ANNLL 1 COUNT,PUBLICATIONS,MAGAZINES TABLOIDS,FUR FISH AND GAME,A R HARDING PUBLISHING CO,23-00-00,23-02-00
0009281035954,THE SOURCE THE SRC 12 ISSS ANNLL MGZNS S,PUBLICATIONS,MAGAZINES TABLOIDS,THE SOURCE,INFECTION CONTROL NETWORK,23-00-00,23-02-00
0009281265580,MAXIM 10 ISSS ANNLL FRONT OF STORE 1 COU,PUBLICATIONS,MAGAZINES TABLOIDS,MAXIM,DENNIS PUBLISHING,23-00-00,23-02-00
0009281502579,DEER AND DEER HNTNG 1 COUNT,PUBLICATIONS,MAGAZINES TABLOIDS,DEER AND DEER HUNTING,KRAUSE PUBLICATIONS,23-00-00,23-02-00
0009281640509,EBONY 12 ISSUES ANNUALLY MGZNS SLCTD TTL,PUBLICATIONS,MAGAZINES TABLOIDS,EBONY,JOHNSON PUBLISHING COMPANY,23-00-00,23-02-00
0009450012281,SARANAC SUMMER CAN BEER ALE 12PK 144 FLU,BEER,MICRO,SARANAC,"MATT BREWING CO, INC",04-00-00,04-06-00
0009450021344,JEDS HARD ORNG CREAM 5.9 PERCENT FLV MAL,BEER,FLAVORED MALT,JED S,"MATT BREWING CO, INC",04-00-00,04-09-00
0009450021351,JEDS HARD BLACK CHRRY CREAM FLV MALT BEV,BEER,FLAVORED MALT,JED S,"MATT BREWING CO, INC",04-00-00,04-09-00
0009450031657,SARANAC PUMPKIN 100 PERCENT NATURAL JUG,BEER,MICRO,SARANAC,"MATT BREWING CO, INC",04-00-00,04-06-00
0009450040130,SRNC LGCY 6.5 PERCENT CAN BEER INDIA PAL,BEER,MICRO,SARANAC,"MATT BREWING CO, INC",04-00-00,04-06-00
0009450101558,JEDS HARD ORNG CREAM 5.9 PERCENT FLV MAL,BEER,FLAVORED MALT,JED S,"MATT BREWING CO, INC",04-00-00,04-09-00
0009450101657,JEDS HARD BLACK CHRRY CREAM FLV MALT BEV,BEER,FLAVORED MALT,JED S,"MATT BREWING CO, INC",04-00-00,04-09-00
0009487000091,HEINEKEN HOLLAND SHORT NECK BOTTLE BEER,BEER,IMPORTS-L3138,HEINEKEN,HEINEKEN USA INC.,04-00-00,04-05-00
0009542000066,LINDT LNDR AMRTT SGR CHOC COVER PIECE .4,CANDY,CHOCOLATE BARS PACKS,LINDT LINDOR,"LINDT SPRUNGLI USA , INC.",08-00-00,08-03-00
0009542000073,LINDT LNDR BALL SGR WRAP MILK CHOC PIECE,CANDY,NOVELTIES SEASONAL,LINDT LINDOR,"LINDT SPRUNGLI USA , INC.",08-00-00,08-06-00
0009542000097,LINDT LINDOR BALL WRAP MILK CHOC CANDY C,CANDY,NOVELTIES SEASONAL,LINDT LINDOR,"LINDT SPRUNGLI USA , INC.",08-00-00,08-06-00
0009542005436,LINDT HELLO STRWB CRM CHS STICK CHOC COV,CANDY,BAGGED OR REPACKED PEG CANDY,LINDT HELLO,"LINDT SPRUNGLI USA , INC.",08-00-00,08-05-00
0009542005443,LINDT HELLO CRML BRWN STICK CHOC COVER P,CANDY,BAGGED OR REPACKED PEG CANDY,LINDT HELLO,"LINDT SPRUNGLI USA , INC.",08-00-00,08-05-00
